Record_ID,Tortoise_ID,Tortoise_No,Sample_Date,ELISA_Date,Mag_A405,Mag_Titer,Mag_Result,Mtest_A405,Mtest_Titer,Mtest_Result,Comments,Mag_UseResult,Mtest_UseResult,DataProofed
1560,BS187,187,5/24/2013,6/13/2013,0.046,<32,Negative,0.057,<32,Negative,,1,1,1
1561,BS293,293,5/24/2013,6/13/2013,0.0295,<32,Negative,0.014,<32,Negative,,1,1,1
1562,BS505,505,5/24/2013,6/13/2013,0.004,<32,Negative,0.0085,<32,Negative,,1,1,1
1563,BS508,508,5/24/2013,6/13/2013,-0.002,<32,Negative,0.0055,<32,Negative,,1,1,1
1564,BS517,517,5/24/2013,6/13/2013,0.0155,<32,Negative,0.013,<32,Negative,,1,1,1
1565,BS519,519,5/24/2013,6/13/2013,0.0525,<32,Negative,0.081,<32,Negative,,1,1,1
1566,BS522,522,5/24/2013,6/13/2013,0.0265,<32,Negative,0.0265,<32,Negative,,1,1,1
1567,BS530,530,5/24/2013,6/13/2013,-0.006,<32,Negative,0.067,<32,Negative,,1,1,1
1568,BS534,534,5/24/2013,6/13/2013,0.0195,<32,Negative,0.047,<32,Negative,,1,1,1
1569,BS537,537,5/24/2013,6/13/2013,0.0195,<32,Negative,0.022,<32,Negative,,1,1,1
1570,BS563,563,5/24/2013,6/13/2013,0.0255,<32,Negative,0.0335,<32,Negative,,1,1,1
1571,BS570,570,5/24/2013,6/13/2013,0.0155,<32,Negative,0.0175,<32,Negative,,1,1,1
1572,BS583,583,5/24/2013,6/13/2013,0.0295,<32,Negative,0.018,<32,Negative,,1,1,1
1573,BS598,598,5/24/2013,6/13/2013,0.0165,<32,Negative,0.03,<32,Negative,,1,1,1
1574,BS604,604,5/24/2013,6/13/2013,0.037,<32,Negative,0.0485,<32,Negative,,1,1,1
1575,BS607,607,5/24/2013,6/13/2013,0.0035,<32,Negative,0.034,<32,Negative,,1,1,1
1576,BS608,608,5/24/2013,6/14/2013,0.0235,<32,Negative,0.1005,32,Suspect,,1,1,1
1577,BS613,613,5/24/2013,6/14/2013,0.071,<32,Negative,0.069,<32,Negative,,1,1,1
1578,BS615,615,5/24/2013,6/14/2013,0.027,<32,Negative,0.047,<32,Negative,,1,1,1
1579,BS616,616,5/24/2013,6/14/2013,0.038,<32,Negative,0.051,<32,Negative,,1,1,1
1580,BS620,620,5/24/2013,6/14/2013,0.0325,<32,Negative,0.0505,<32,Negative,,1,1,1
1581,BS621,621,5/24/2013,6/14/2013,0.026,<32,Negative,0.0155,<32,Negative,,1,1,1
1582,BS622,622,5/24/2013,6/14/2013,0.0305,<32,Negative,0.0355,<32,Negative,,1,1,1
1583,BS623,623,5/24/2013,6/14/2013,0.01,<32,Negative,0.042,<32,Negative,,1,1,1
1584,BS625,625,5/24/2013,6/14/2013,0.024,<32,Negative,0.0455,<32,Negative,,1,1,1
1585,BS642,642,5/24/2013,6/14/2013,0.02,<32,Negative,0.0515,<32,Negative,,1,1,1
1586,BS651,651,5/24/2013,6/14/2013,-0.0025,<32,Negative,0.005,<32,Negative,,1,1,1
1587,BS24,24,5/25/2013,6/14/2013,0.0275,<32,Negative,0.0385,<32,Negative,,1,1,1
1588,BS151,151,5/25/2013,6/14/2013,0.023,<32,Negative,0.072,<32,Negative,,1,1,1
1590,BS261,261,5/25/2013,6/14/2013,0.0695,<32,Negative,0.038,<32,Negative,,1,1,1
1592,BS546,546,5/25/2013,6/14/2013,0.6655,256,Positive,0.043,<32,Negative,,1,1,1
1593,BS552,552,5/25/2013,6/14/2013,0.4145,128,Positive,0.073,<32,Negative,,1,1,1
1594,BS553,553,5/25/2013,6/14/2013,0.018,<32,Negative,0.0185,<32,Negative,,1,1,1
1595,BS554,554,5/25/2013,6/14/2013,0.0675,<32,Negative,0.0495,<32,Negative,,1,1,1
1596,BS555,555,5/25/2013,6/14/2013,0.0955,32,Suspect,0.046,<32,Negative,,1,1,1
1597,BS562,562,5/25/2013,6/14/2013,0.0045,<32,Negative,0.046,<32,Negative,,1,1,1
1598,BS574,574,5/25/2013,6/14/2013,0.016,<32,Negative,0.024,<32,Negative,,1,1,1
1599,BS580,580,5/25/2013,6/14/2013,0.007,<32,Negative,-0.003,<32,Negative,,1,1,1
1600,BS587,587,5/25/2013,6/14/2013,0.017,<32,Negative,0.0345,<32,Negative,,1,1,1
1601,BS593,593,5/25/2013,6/14/2013,0.011,<32,Negative,0.0065,<32,Negative,,1,1,1
1602,BS595,595,5/25/2013,6/14/2013,0.0085,<32,Negative,0.0115,<32,Negative,,1,1,1
1603,BS599,599,5/25/2013,6/14/2013,-0.001,<32,Negative,0.0075,<32,Negative,,1,1,1
1604,BS606,606,5/25/2013,6/14/2013,0.012,<32,Negative,0.0155,<32,Negative,,1,1,1
1605,BS609,609,5/25/2013,6/14/2013,0.021,<32,Negative,0.0045,<32,Negative,,1,1,1
1606,BS610,610,5/25/2013,6/14/2013,0.0115,<32,Negative,0.001,<32,Negative,,1,1,1
1607,BS628,628,5/25/2013,6/14/2013,0.0235,<32,Negative,0.019,<32,Negative,,1,1,1
1608,BS646,646,5/25/2013,6/14/2013,0.554,128,Positive,0.0675,<32,Negative,,1,1,1
1613,BS586,586,5/26/2013,6/14/2013,0.021,<32,Negative,0.0175,<32,Negative,,1,1,1
1614,BS589,589,5/26/2013,6/14/2013,0.0175,<32,Negative,0.033,<32,Negative,,1,1,1
1616,BS248,248,5/29/2013,6/14/2013,0.14,32,Suspect,0.0635,<32,Negative,,1,1,1
1617,BS559,559,5/30/2013,6/14/2013,0.056,<32,Negative,0.0865,32,Suspect,,1,1,1
1618,BS591,591,5/30/2013,6/14/2013,0.026,<32,Negative,0.071,<32,Negative,,1,1,1
1619,BS596,596,5/30/2013,6/14/2013,0.0305,<32,Negative,0.08,<32,Negative,,1,1,1
1620,BS23,23,5/31/2013,6/14/2013,0.035,<32,Negative,0.0325,<32,Negative,,1,1,1
1621,BS64,64,5/31/2013,6/14/2013,0.2465,64,Positive,0.055,<32,Negative,,1,1,1
1622,BS84,84,5/31/2013,6/14/2013,0.0145,<32,Negative,0.017,<32,Negative,,1,1,1
1623,BS549,549,5/31/2013,6/14/2013,0.1125,32,Suspect,0.015,<32,Negative,,1,1,1
1624,BS648,648,5/31/2013,6/14/2013,0.0075,<32,Negative,0.013,<32,Negative,,1,1,1
1625,BS10,10,6/1/2013,6/14/2013,0.014,<32,Negative,0.0285,<32,Negative,,1,1,1
1626,BS16,16,6/1/2013,6/14/2013,0.057,<32,Negative,0.054,<32,Negative,,1,1,1
1627,BS335,335,6/1/2013,6/14/2013,0.0175,<32,Negative,0.0305,<32,Negative,,1,1,1
1628,BS536,536,6/1/2013,6/14/2013,0.038,<32,Negative,0.0565,<32,Negative,,1,1,1
1629,BS538,538,6/1/2013,6/14/2013,0.0075,<32,Negative,0.0125,<32,Negative,,1,1,1
1630,BS541,541,6/1/2013,6/14/2013,0.0095,<32,Negative,0.0065,<32,Negative,,1,1,1
1631,BS567,567,6/1/2013,6/14/2013,0.111,32,Suspect,0.0745,<32,Negative,,1,1,1
1632,BS573,573,6/1/2013,6/14/2013,0.0315,<32,Negative,0.081,<32,Negative,,1,1,1
1633,BS01,1,9/25/2013,10/11/2013,0.029,<32,Negative,0.063,<32,Negative,,1,1,1
1634,BS02,2,9/25/2013,10/11/2013,0.069,32,Suspect,0.1075,32,Suspect,,1,1,1
1635,BS04,4,9/26/2013,10/11/2013,0.0085,<32,Negative,0.045,<32,Negative,,1,1,1
1636,BS05,5,10/8/2013,11/21/2013,0.0585,<32,Negative,0.959,128,Positive,,1,1,1
1637,BS06,6,10/5/2013,11/21/2013,0.0405,<32,Negative,0.0245,<32,Negative,,1,1,1
1638,BS07,7,9/27/2013,10/11/2013,0.0365,<32,Negative,0.024,<32,Negative,,1,1,1
1639,BS08,8,9/25/2013,10/11/2013,0.028,<32,Negative,0.0655,<32,Negative,,1,1,1
1640,BS09,9,10/15/2013,11/21/2013,0.0195,<32,Negative,0.077,<32,Negative,,1,1,1
1641,BS10,10,9/28/2013,10/11/2013,0.0205,<32,Negative,0.014,<32,Negative,,1,1,1
1642,BS11,11,9/25/2013,10/11/2013,0.0395,<32,Negative,0.0385,<32,Negative,,1,1,1
1643,BS12,12,9/26/2013,10/11/2013,0.02,<32,Negative,0.036,<32,Negative,,1,1,1
1644,BS13,13,9/25/2013,10/11/2013,0.03,<32,Negative,0.034,<32,Negative,,1,1,1
1645,BS14,14,9/26/2013,10/11/2013,0.0165,<32,Negative,0.0965,32,Suspect,,1,1,1
1646,BS15,15,9/24/2013,10/11/2013,0.0475,<32,Negative,0.094,32,Suspect,,1,1,1
1647,BS16,16,9/26/2013,10/11/2013,0.0195,<32,Negative,0.06,<32,Negative,,1,1,1
1648,BS17,17,9/27/2013,10/11/2013,0.036,<32,Negative,0.028,<32,Negative,,1,1,1
1650,BS19,19,9/27/2013,10/11/2013,0.0395,<32,Negative,0.041,<32,Negative,,1,1,1
1651,BS21,21,9/24/2013,10/11/2013,0.012,<32,Negative,0.0525,<32,Negative,,1,1,1
1652,BS22,22,9/28/2013,10/11/2013,0.019,<32,Negative,0.019,<32,Negative,,1,1,1
1653,BS23,23,10/7/2013,11/21/2013,0.0375,<32,Negative,0.181,<32,Negative,,1,1,1
1654,BS24,24,10/9/2013,11/21/2013,0.0495,<32,Negative,0.157,<32,Negative,,1,1,1
1655,BS25,25,9/27/2013,10/11/2013,0.0445,<32,Negative,0.017,<32,Negative,,1,1,1
1656,BS27,27,9/26/2013,10/11/2013,0.0095,<32,Negative,0.015,<32,Negative,,1,1,1
1657,BS28,28,9/24/2013,10/11/2013,0.0125,<32,Negative,0.028,<32,Negative,,1,1,1
1658,BS29,29,9/25/2013,10/11/2013,0.0215,<32,Negative,0.052,<32,Negative,,1,1,1
1659,BS30,30,10/12/2013,11/21/2013,0.0195,<32,Negative,0.2445,32,Suspect,,1,1,1
1660,BS31,31,9/25/2013,10/11/2013,0.029,<32,Negative,0.0615,<32,Negative,,1,1,1
1661,BS32,32,9/24/2013,10/11/2013,0.0155,<32,Negative,0.067,<32,Negative,,1,1,1
1662,BS33,33,10/11/2013,11/21/2013,0.0355,<32,Negative,0.181,<32,Negative,,1,1,1
1663,BS37,37,9/24/2013,10/11/2013,0.0175,<32,Negative,0.0315,<32,Negative,,1,1,1
1666,BS41,41,9/27/2013,10/11/2013,0.049,<32,Negative,0.036,<32,Negative,,1,1,1
1669,BS44,44,9/25/2013,10/11/2013,0.0145,<32,Negative,0.0215,<32,Negative,,1,1,1
1670,BS45,45,10/16/2013,11/21/2013,0.0295,<32,Negative,0.0785,<32,Negative,,1,1,1
1671,BS46,46,10/9/2013,11/21/2013,0.0325,<32,Negative,0.2865,32,Suspect,,1,1,1
1672,BS47,47,10/11/2013,11/21/2013,0.0095,<32,Negative,0.196,<32,Negative,,1,1,1
1674,BS49,49,10/16/2013,11/21/2013,0.0255,<32,Negative,0.0475,<32,Negative,,1,1,1
1675,BS50,50,10/12/2013,11/21/2013,0.0135,<32,Negative,0.2615,32,Suspect,,1,1,1
1676,BS52,52,10/16/2013,11/21/2013,0.019,<32,Negative,0.057,<32,Negative,,1,1,1
1678,BS55,55,10/12/2013,11/21/2013,0.0485,<32,Negative,0.354,32,Suspect,,1,1,1
1679,BS57,57,10/9/2013,11/21/2013,0.0245,<32,Negative,0.248,32,Suspect,,1,1,1
1680,BS58,58,9/25/2013,10/11/2013,0.037,<32,Negative,0.051,<32,Negative,,1,1,1
1681,BS61,61,10/8/2013,11/21/2013,0.0515,<32,Negative,0.108,<32,Negative,,1,1,1
1682,BS62,62,10/11/2013,11/21/2013,0.018,<32,Negative,0.2515,32,Suspect,,1,1,1
1684,BS64,64,10/15/2013,11/21/2013,0.036,<32,Negative,0.0225,<32,Negative,,1,1,1
1685,BS65,65,10/9/2013,11/21/2013,0.023,<32,Negative,0.2485,32,Suspect,,1,1,1
1686,BS66,66,10/13/2013,11/21/2013,0.018,<32,Negative,0.0655,<32,Negative,,1,1,1
1688,BS68,68,10/8/2013,11/21/2013,0.0225,<32,Negative,0.092,<32,Negative,,1,1,1
1689,BS69,69,9/28/2013,10/11/2013,0.054,<32,Negative,0.0575,<32,Negative,,1,1,1
1690,BS70,70,9/26/2013,10/11/2013,0.028,<32,Negative,0.13,32,Suspect,,1,1,1
1692,BS76,76,10/8/2013,11/21/2013,0.0045,<32,Negative,0.1555,<32,Negative,,1,1,1
1693,BS77,77,10/8/2013,11/21/2013,0.0305,<32,Negative,0.2935,32,Suspect,,1,1,1
1694,BS78,78,9/28/2013,10/11/2013,0.0825,32,Suspect,0.041,<32,Negative,,1,1,1
1695,BS79,79,9/27/2013,10/11/2013,0.043,<32,Negative,0.043,<32,Negative,,1,1,1
1696,BS80,80,9/27/2013,10/11/2013,0.034,<32,Negative,0.032,<32,Negative,,1,1,1
1697,BS84,84,10/13/2013,11/21/2013,0.015,<32,Negative,0.058,<32,Negative,,1,1,1
1698,BS86,86,9/28/2013,10/11/2013,0.0615,32,Suspect,0.0265,<32,Negative,,1,1,1
1700,BS88,88,9/28/2013,10/11/2013,0.034,<32,Negative,0.0525,<32,Negative,,1,1,1
1701,BS89,89,10/13/2013,11/21/2013,0.045,<32,Negative,0.0795,<32,Negative,,1,1,1
1702,BS90,90,9/28/2013,11/21/2013,0.002,<32,Negative,0.0595,<32,Negative,,1,1,1
1703,BS91,91,10/12/2013,11/21/2013,0.062,<32,Negative,0.379,32,Suspect,,1,1,1
1704,BS92,92,9/27/2013,10/11/2013,0.0335,<32,Negative,0.027,<32,Negative,,1,1,1
1705,BS93,93,10/8/2013,11/21/2013,0.047,<32,Negative,0.477,32,Suspect,,1,1,1
1706,BS94,94,9/25/2013,10/11/2013,0.161,64,Positive,0.0385,<32,Negative,,1,1,1
1707,BS95,95,10/11/2013,11/21/2013,0.052,<32,Negative,0.2775,32,Suspect,,1,1,1
1708,BS96,96,9/25/2013,10/11/2013,0.02,<32,Negative,0.0225,<32,Negative,,1,1,1
1709,BS97,97,10/12/2013,11/21/2013,0.052,<32,Negative,0.1115,<32,Negative,,1,1,1
1710,BS99,99,10/11/2013,11/21/2013,0.0205,<32,Negative,0.2265,<32,Negative,,1,1,1
1711,BS100,100,9/26/2013,10/11/2013,0.03,<32,Negative,0.077,<32,Negative,,1,1,1
1712,BS101,101,9/26/2013,10/11/2013,0.0175,<32,Negative,0.034,<32,Negative,,1,1,1
1713,BS102,102,9/27/2013,10/11/2013,0.0355,<32,Negative,0.0455,<32,Negative,,1,1,1
1714,BS103,103,9/25/2013,10/11/2013,0.0865,32,Suspect,0.0325,<32,Negative,,1,1,1
1715,BS105,105,10/17/2013,11/21/2013,0.011,<32,Negative,0.0245,<32,Negative,,1,1,1
1717,BS107,107,10/12/2013,11/21/2013,0.036,<32,Negative,0.0535,<32,Negative,,1,1,1
1718,BS108,108,10/12/2013,11/21/2013,0.023,<32,Negative,0.071,<32,Negative,,1,1,1
1719,BS109,109,10/12/2013,11/21/2013,0.011,<32,Negative,0.033,<32,Negative,,1,1,1
1720,BS110,110,10/8/2013,11/21/2013,0.03,<32,Negative,0.243,32,Suspect,,1,1,1
1721,BS111,111,9/25/2013,10/11/2013,0.0275,<32,Negative,0.043,<32,Negative,,1,1,1
1722,BS113,113,9/29/2013,11/21/2013,0.008,<32,Negative,0.046,<32,Negative,,1,1,1
1723,BS114,114,10/8/2013,11/21/2013,0.0535,<32,Negative,0.353,32,Suspect,,1,1,1
1725,BS116,116,10/16/2013,11/21/2013,0.0105,<32,Negative,0.019,<32,Negative,,1,1,1
1726,BS117,117,9/25/2013,10/11/2013,0.012,<32,Negative,0.014,<32,Negative,,1,1,1
1727,BS120,120,10/9/2013,11/21/2013,0.0115,<32,Negative,0.1915,<32,Negative,,1,1,1
1728,BS122,122,10/16/2013,11/21/2013,0.0385,<32,Negative,0.047,<32,Negative,,1,1,1
1730,BS124,124,9/25/2013,10/11/2013,0.019,<32,Negative,0.047,<32,Negative,,1,1,1
1731,BS125,125,9/25/2013,10/11/2013,0.063,<32,Negative,0.03,<32,Negative,,1,1,1
1732,BS126,126,9/26/2013,10/11/2013,0.0185,<32,Negative,0.0345,<32,Negative,,1,1,1
1733,BS127,127,9/25/2013,10/11/2013,0.057,<32,Negative,0.0625,<32,Negative,,1,1,1
1734,BS128,128,10/12/2013,11/21/2013,0.0035,<32,Negative,0.016,<32,Negative,,1,1,1
1735,BS129,129,9/28/2013,11/21/2013,-0.001,<32,Negative,0.0145,<32,Negative,,1,1,1
1736,BS130,130,9/28/2013,11/21/2013,0.01,<32,Negative,0.0735,<32,Negative,,1,1,1
1737,BS131,131,9/28/2013,11/21/2013,-0.003,<32,Negative,0.01,<32,Negative,,1,1,1
1738,BS132,132,9/27/2013,10/11/2013,0.0455,<32,Negative,0.034,<32,Negative,,1,1,1
1739,BS134,134,10/29/2013,11/21/2013,0.0175,<32,Negative,0.028,<32,Negative,,1,1,1
1740,BS135,135,10/7/2013,11/21/2013,0.024,<32,Negative,0.1485,<32,Negative,,1,1,1
1741,BS137,137,9/25/2013,10/11/2013,0.058,<32,Negative,0.023,<32,Negative,,1,1,1
1742,BS138,138,9/24/2013,10/11/2013,0.0155,<32,Negative,0.11,32,Suspect,,1,1,1
1743,BS139,139,9/24/2013,10/11/2013,0.0155,<32,Negative,0.049,<32,Negative,,1,1,1
1744,BS140,140,9/25/2013,10/11/2013,0.04,<32,Negative,0.024,<32,Negative,,1,1,1
1745,BS141,141,10/15/2013,11/21/2013,0.006,<32,Negative,0.0175,<32,Negative,,1,1,1
1746,BS142,142,9/26/2013,10/11/2013,0.0515,<32,Negative,0.0755,<32,Negative,,1,1,1
1747,BS143,143,9/26/2013,10/11/2013,0.021,<32,Negative,0.0555,<32,Negative,,1,1,1
1748,BS144,144,9/26/2013,10/11/2013,0.034,<32,Negative,0.078,<32,Negative,,1,1,1
1749,BS145,145,9/25/2013,10/11/2013,0.0095,<32,Negative,0.0185,<32,Negative,,1,1,1
1750,BS146,146,9/25/2013,10/11/2013,0.01,<32,Negative,0.02,<32,Negative,,1,1,1
1751,BS147,147,9/27/2013,10/11/2013,0.029,<32,Negative,0.0355,<32,Negative,,1,1,1
1752,BS148,148,9/25/2013,10/11/2013,0.005,<32,Negative,0.014,<32,Negative,,1,1,1
1753,BS150,150,9/26/2013,10/11/2013,0.0255,<32,Negative,0.048,<32,Negative,,1,1,1
1754,BS151,151,9/26/2013,10/11/2013,0.0505,<32,Negative,0.066,<32,Negative,,1,1,1
1755,BS153,153,9/26/2013,10/11/2013,0.0405,<32,Negative,0.0495,<32,Negative,,1,1,1
1756,BS154,154,9/25/2013,10/11/2013,0.0195,<32,Negative,0.0285,<32,Negative,,1,1,1
1757,BS155,155,9/26/2013,10/11/2013,0.027,<32,Negative,0.0295,<32,Negative,,1,1,1
1758,BS156,156,10/9/2013,11/21/2013,0.01,<32,Negative,0.2205,<32,Negative,,1,1,1
1759,BS158,158,9/24/2013,10/11/2013,0.007,<32,Negative,0.0715,<32,Negative,,1,1,1
1760,BS159,159,10/7/2013,11/21/2013,0.0585,<32,Negative,0.1825,<32,Negative,,1,1,1
1761,BS160,160,10/17/2013,11/21/2013,0.045,<32,Negative,0.1115,<32,Negative,,1,1,1
1762,BS162,162,10/12/2013,11/21/2013,0.025,<32,Negative,0.086,<32,Negative,,1,1,1
1763,BS163,163,9/26/2013,10/11/2013,0.0325,<32,Negative,0.019,<32,Negative,,1,1,1
1764,BS164,164,10/13/2013,11/21/2013,0.013,<32,Negative,0.026,<32,Negative,,1,1,1
1765,BS165,165,10/16/2013,11/21/2013,0.016,<32,Negative,0.0275,<32,Negative,,1,1,1
1766,BS167,167,10/18/2013,11/21/2013,0.006,<32,Negative,0.018,<32,Negative,,1,1,1
1767,BS168,168,10/16/2013,11/21/2013,0.043,<32,Negative,0.037,<32,Negative,,1,1,1
1768,BS170,170,10/12/2013,11/21/2013,0.0105,<32,Negative,0.0455,<32,Negative,,1,1,1
1769,BS171,171,10/12/2013,11/21/2013,0.0245,<32,Negative,0.0555,<32,Negative,,1,1,1
1770,BS172,172,10/11/2013,11/21/2013,0.0235,<32,Negative,0.2425,32,Suspect,,1,1,1
1771,BS173,173,10/11/2013,11/21/2013,0.0985,<32,Negative,0.0485,<32,Negative,,1,1,1
1774,BS176,176,10/14/2013,11/21/2013,0.0265,<32,Negative,0.061,<32,Negative,,1,1,1
1775,BS177,177,9/28/2013,11/21/2013,0.01,<32,Negative,0.0425,<32,Negative,,1,1,1
1776,BS179,179,9/25/2013,10/11/2013,0.0355,<32,Negative,0.042,<32,Negative,,1,1,1
1779,BS183,183,9/27/2013,10/11/2013,0.0355,<32,Negative,0.0375,<32,Negative,,1,1,1
1780,BS184,184,9/25/2013,10/11/2013,0.0235,<32,Negative,0.047,<32,Negative,,1,1,1
1782,BS186,186,10/8/2013,11/21/2013,0.0225,<32,Negative,0.242,32,Suspect,,1,1,1
1783,BS187,187,9/24/2013,10/11/2013,0.023,<32,Negative,0.0355,<32,Negative,,1,1,1
1787,BS192,192,9/26/2013,10/11/2013,0.039,<32,Negative,0.066,<32,Negative,,1,1,1
1803,BS217,217,10/11/2013,11/21/2013,0.05,<32,Negative,0.059,<32,Negative,,1,1,1
1804,BS220,220,9/28/2013,11/21/2013,0.065,<32,Negative,0.177,<32,Negative,,1,1,1
1805,BS223,223,10/16/2013,11/21/2013,0.1015,<32,Negative,0.3155,32,Suspect,,1,1,1
1808,BS230,230,10/11/2013,11/21/2013,0.0465,<32,Negative,0.2615,32,Suspect,,1,1,1
1811,BS239,239,9/24/2013,10/11/2013,0.004,<32,Negative,0.011,<32,Negative,,1,1,1
1813,BS242,242,9/25/2013,10/11/2013,0.03,<32,Negative,0.059,<32,Negative,,1,1,1
1814,BS245,245,10/15/2013,11/21/2013,0.002,<32,Negative,0.0145,<32,Negative,,1,1,1
1816,BS248,248,9/24/2013,10/11/2013,0.0955,32,Suspect,0.044,<32,Negative,,1,1,1
1820,BS257,257,10/11/2013,11/21/2013,0.0195,<32,Negative,0.2625,32,Suspect,,1,1,1
1822,BS261,261,9/24/2013,10/11/2013,0.0275,<32,Negative,0.062,<32,Negative,,1,1,1
1824,BS265,265,9/24/2013,10/11/2013,0.018,<32,Negative,0.058,<32,Negative,,1,1,1
1830,BS275,275,9/28/2013,11/21/2013,-0.001,<32,Negative,0.007,<32,Negative,,1,1,1
1839,BS289,289,9/24/2013,10/11/2013,0.0145,<32,Negative,0.027,<32,Negative,,1,1,1
1840,BS290,290,9/28/2013,11/21/2013,0.0415,<32,Negative,0.1295,<32,Negative,,1,1,1
1841,BS291,291,9/26/2013,10/11/2013,0.022,<32,Negative,0.0325,<32,Negative,,1,1,1
1843,BS293,293,9/25/2013,10/11/2013,0.0365,<32,Negative,0.062,<32,Negative,,1,1,1
1844,BS294,294,9/26/2013,10/11/2013,0.043,<32,Negative,0.0505,<32,Negative,,1,1,1
1855,BS310,310,9/24/2013,10/11/2013,0.0175,<32,Negative,0.0525,<32,Negative,,1,1,1
1856,BS314,314,9/26/2013,10/11/2013,0.0185,<32,Negative,0.025,<32,Negative,,1,1,1
1857,BS316,316,10/21/2013,11/21/2013,0.031,<32,Negative,0.076,<32,Negative,,1,1,1
1858,BS317,317,9/26/2013,10/11/2013,0.0365,<32,Negative,0.032,<32,Negative,,1,1,1
1859,BS320,320,9/24/2013,10/11/2013,0.041,<32,Negative,0.06,<32,Negative,,1,1,1
