Record_ID,Tortoise_ID,Tortoise_No,Sample_Date,ELISA_Date,Mag_A405,Mag_Titer,Mag_Result,Mtest_A405,Mtest_Titer,Mtest_Result,Comments,Mag_UseResult,Mtest_UseResult,DataProofed
3717,BS37,37,9/14/2015,12/16/2015,0.043,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3720,BS41,41,9/13/2015,12/16/2015,0.076,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3723,BS45,45,9/15/2015,12/16/2015,0.024,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3724,BS46,46,9/18/2015,12/17/2015,0.0455,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3725,BS47,47,9/13/2015,12/16/2015,0.0335,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3727,BS49,49,9/25/2015,12/17/2015,0.0335,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3728,BS50,50,9/12/2015,12/16/2015,0.062,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3729,BS52,52,9/13/2015,12/16/2015,0.037,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3731,BS55,55,9/14/2015,12/16/2015,0.056,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3732,BS56,56,9/20/2015,12/17/2015,0.031,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3733,BS58,58,9/14/2015,12/17/2015,0.1375,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3734,BS61,61,9/17/2015,12/16/2015,0.0395,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3735,BS62,62,9/17/2015,12/17/2015,0.2055,64,Positive,,,,M.agas retest for all of fall 2015;  UFL: Moved to another box position during retest,1,0,1
3736,BS64,64,9/17/2015,12/16/2015,0.048,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3737,BS65,65,9/13/2015,12/16/2015,0.057,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3738,BS66,66,9/12/2015,12/16/2015,0.1885,32,Suspect,,,,M.agas retest for all of fall 2015,1,0,1
3740,BS68,68,9/13/2015,12/16/2015,0.014,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3741,BS69,69,9/16/2015,12/16/2015,0.0215,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3742,BS70,70,9/16/2015,12/16/2015,0.102,<32,Negative,,,,M.agas retest for all of fall 2015;  UFL: Trust retest result. Initial test titer odd for positive result,1,0,1
3743,BS71,71,9/17/2015,12/16/2015,0.0565,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3745,BS74,74,9/13/2015,12/16/2015,0.0465,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3746,BS76,76,9/12/2015,12/16/2015,0.1015,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3747,BS77,77,9/13/2015,12/16/2015,0.0745,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3748,BS78,78,9/15/2015,12/16/2015,0.0305,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3749,BS79,79,9/17/2015,12/16/2015,0.023,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3750,BS80,80,9/13/2015,12/16/2015,0.09,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3751,BS84,84,9/12/2015,12/16/2015,0.123,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3752,BS86,86,9/20/2015,12/17/2015,0.032,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3754,BS88,88,9/17/2015,12/16/2015,0.049,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3755,BS89,89,9/14/2015,12/16/2015,0.043,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3756,BS90,90,9/15/2015,12/16/2015,0.097,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3757,BS91,91,9/25/2015,12/17/2015,0.07,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3758,BS92,92,9/17/2015,12/16/2015,0.0745,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3759,BS93,93,9/24/2015,12/17/2015,0.1275,32,Suspect,,,,M.agas retest for all of fall 2015,1,0,1
3760,BS94,94,9/14/2015,12/16/2015,0.019,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3761,BS95,95,9/16/2015,12/16/2015,0.0475,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3762,BS96,96,9/15/2015,12/16/2015,0.0395,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3763,BS97,97,9/14/2015,12/16/2015,0.0755,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3764,BS99,99,9/16/2015,12/16/2015,0.0745,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3765,BS100,100,9/12/2015,12/16/2015,0.2015,32,Positive,,,,"M.agas retest for all of fall 2015;  UFL: A405's so comprable between initial and retest, so despite titer would call result Positive",1,0,1
3766,BS101,101,9/15/2015,12/16/2015,0.044,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3767,BS102,102,9/16/2015,12/16/2015,0.0325,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3768,BS105,105,9/13/2015,12/16/2015,0.0655,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3770,BS107,107,9/12/2015,12/16/2015,0.0515,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3771,BS108,108,9/15/2015,12/17/2015,0.0225,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3772,BS109,109,9/14/2015,12/16/2015,-0.0035,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3773,BS110,110,9/18/2015,12/17/2015,0.0645,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3774,BS111,111,9/16/2015,12/16/2015,0.04,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3776,BS113,113,9/15/2015,12/16/2015,0.2505,64,Positive,,,,M.agas retest for all of fall 2015,1,0,1
3777,BS114,114,9/20/2015,12/17/2015,0.0375,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3779,BS117,117,9/12/2015,12/16/2015,0.0155,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3780,BS120,120,9/12/2015,12/16/2015,0.091,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3782,BS124,124,9/16/2015,12/16/2015,0.02,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3783,BS125,125,9/16/2015,12/16/2015,0.0265,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3784,BS126,126,9/14/2015,12/16/2015,0.0925,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3785,BS127,127,9/25/2015,12/17/2015,0.055,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3786,BS128,128,9/16/2015,12/16/2015,0.0335,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3787,BS129,129,9/24/2015,12/17/2015,0.0735,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3788,BS130,130,9/18/2015,12/17/2015,0.017,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3789,BS131,131,9/15/2015,12/16/2015,0.0155,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3790,BS132,132,10/15/2015,12/17/2015,0.033,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3791,BS134,134,9/21/2015,12/17/2015,0.0275,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3792,BS135,135,9/18/2015,12/17/2015,0.053,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3793,BS136,136,9/21/2015,12/17/2015,,,,,,,M.agas retest for all of fall 2015;  No retest because plasma sample tube was empty,0,0,1
3794,BS137,137,9/25/2015,12/17/2015,0.0405,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3795,BS138,138,9/13/2015,12/16/2015,0.0605,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3796,BS139,139,9/16/2015,12/16/2015,0.055,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3797,BS140,140,9/12/2015,12/16/2015,0.04,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3798,BS141,141,9/18/2015,12/17/2015,0.021,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3799,BS142,142,9/13/2015,12/16/2015,0.026,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3800,BS145,145,9/12/2015,12/16/2015,0.0635,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3801,BS146,146,9/27/2015,12/17/2015,0.0255,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3802,BS147,147,9/15/2015,12/16/2015,0.032,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3803,BS148,148,9/13/2015,12/16/2015,0.0205,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3804,BS149,149,9/17/2015,12/16/2015,0.0895,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3805,BS151,151,9/13/2015,12/16/2015,0.0435,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3806,BS153,153,9/27/2015,12/17/2015,0.064,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3807,BS154,154,9/25/2015,12/17/2015,0.0205,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3808,BS155,155,9/27/2015,12/17/2015,0.021,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3809,BS156,156,9/25/2015,12/17/2015,0.045,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3810,BS157,157,9/17/2015,12/16/2015,0.075,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3811,BS158,158,9/13/2015,12/16/2015,0.03,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3812,BS159,159,9/21/2015,12/17/2015,0.031,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3813,BS160,160,9/27/2015,12/17/2015,0.0775,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3814,BS161,161,9/14/2015,12/16/2015,0.0405,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3815,BS162,162,9/14/2015,12/16/2015,0.03,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3816,BS163,163,9/27/2015,12/17/2015,0.03,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3817,BS164,164,9/16/2015,12/16/2015,0.041,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3818,BS165,165,9/14/2015,12/16/2015,0.0495,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3819,BS166,166,9/16/2015,12/16/2015,0.045,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3820,BS170,170,9/16/2015,12/16/2015,0.1035,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3821,BS171,171,9/14/2015,12/16/2015,0.075,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3822,BS172,172,9/15/2015,12/16/2015,0.0095,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3823,BS173,173,9/16/2015,12/16/2015,0.054,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3825,BS176,176,9/12/2015,12/16/2015,0.069,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3826,BS177,177,9/13/2015,12/16/2015,0.016,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3828,BS179,179,9/14/2015,12/16/2015,0.016,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3831,BS183,183,9/16/2015,12/16/2015,0.052,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3833,BS186,186,9/12/2015,12/16/2015,0.14,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3855,BS217,217,9/16/2015,12/16/2015,0.0415,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3857,BS220,220,9/17/2015,12/17/2015,0.0515,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3859,BS223,223,9/16/2015,12/16/2015,0.1775,32,Suspect,,,,M.agas retest for all of fall 2015,1,0,1
3862,BS230,230,9/14/2015,12/16/2015,0.0285,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3865,BS239,239,9/22/2015,12/17/2015,0.0215,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3867,BS242,242,9/15/2015,12/16/2015,0.1195,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3869,BS245,245,9/18/2015,12/17/2015,0.0605,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3870,BS246,246,9/27/2015,12/17/2015,0.0635,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3872,BS248,248,9/16/2015,12/16/2015,0.1795,32,Suspect,,,,M.agas retest for all of fall 2015,1,0,1
3880,BS257,257,9/17/2015,12/17/2015,0.0715,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3883,BS265,265,9/12/2015,12/16/2015,0.0555,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3890,BS275,275,9/14/2015,12/16/2015,0.0165,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3903,BS289,289,9/12/2015,12/16/2015,0.048,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3904,BS290,290,9/14/2015,12/16/2015,0.124,32,Suspect,,,,M.agas retest for all of fall 2015,1,0,1
3905,BS291,291,9/13/2015,12/16/2015,0.0295,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3907,BS293,293,9/12/2015,12/16/2015,0.089,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3908,BS294,294,9/25/2015,12/17/2015,0.1365,32,Suspect,,,,M.agas retest for all of fall 2015,1,0,1
3919,BS310,310,9/12/2015,12/16/2015,0.148,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3920,BS314,314,9/17/2015,12/17/2015,0.0635,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3921,BS316,316,9/13/2015,12/16/2015,0.042,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3922,BS317,317,9/13/2015,12/16/2015,0.0345,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3923,BS320,320,10/2/2015,12/17/2015,0.071,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3924,BS321,321,9/22/2015,12/17/2015,0.011,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3925,BS323,323,9/13/2015,12/16/2015,0.0075,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3926,BS324,324,9/13/2015,12/16/2015,0.006,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3927,BS327,327,9/28/2015,12/17/2015,0.101,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3928,BS328,328,9/22/2015,12/17/2015,0.016,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3930,BS335,335,9/28/2015,12/17/2015,0.0425,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3932,BS339,339,9/12/2015,12/16/2015,0.046,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3934,BS342,342,9/15/2015,12/16/2015,0.0155,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3935,BS345,345,9/13/2015,12/16/2015,0.007,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3941,BS354,354,9/15/2015,12/16/2015,0.0245,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3943,BS500,500,9/15/2015,12/16/2015,0.014,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3944,BS503,503,9/16/2015,12/16/2015,0.0435,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3945,BS504,504,9/15/2015,12/16/2015,0.0025,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3946,BS506,506,9/14/2015,12/16/2015,0.0135,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3947,BS508,508,9/15/2015,12/16/2015,0.013,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3948,BS509,509,9/16/2015,12/16/2015,0.057,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3949,BS510,510,9/14/2015,12/16/2015,0.083,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3950,BS511,511,9/16/2015,12/16/2015,0.1515,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3951,BS512,512,9/15/2015,12/16/2015,0.0275,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3952,BS513,513,9/15/2015,12/16/2015,0.044,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3953,BS514,514,9/16/2015,12/16/2015,0.008,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3954,BS515,515,9/14/2015,12/16/2015,0.014,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3955,BS517,517,9/14/2015,12/16/2015,0.025,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3956,BS519,519,9/14/2015,12/17/2015,0.0505,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3957,BS521,521,9/15/2015,12/16/2015,0.0995,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3958,BS522,522,9/14/2015,12/16/2015,0.025,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3959,BS523,523,9/15/2015,12/16/2015,0.0135,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3960,BS524,524,9/15/2015,12/16/2015,0.0865,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3961,BS529,529,9/14/2015,12/16/2015,0.009,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3962,BS530,530,9/16/2015,12/16/2015,0.074,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3963,BS531,531,9/15/2015,12/16/2015,0.0875,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3964,BS533,533,9/16/2015,12/16/2015,0.052,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3965,BS534,534,9/15/2015,12/16/2015,0.0265,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3966,BS535,535,9/15/2015,12/16/2015,0.039,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3967,BS537,537,9/14/2015,12/16/2015,0.031,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3968,BS538,538,9/15/2015,12/16/2015,0.0425,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3969,BS539,539,9/17/2015,12/17/2015,0.046,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3970,BS541,541,9/17/2015,12/17/2015,0.0545,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3971,BS542,542,9/22/2015,12/17/2015,0.036,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3972,BS543,543,9/17/2015,12/17/2015,0.0355,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3973,BS545,545,9/24/2015,12/17/2015,0.038,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3974,BS548,548,9/18/2015,12/17/2015,0.015,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3975,BS549,549,9/23/2015,12/17/2015,0.047,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3976,BS550,550,9/18/2015,12/17/2015,0.031,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3977,BS551,551,9/18/2015,12/17/2015,0.0535,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3978,BS552,552,9/22/2015,12/17/2015,0.315,64,Positive,,,,M.agas retest for all of fall 2015,1,0,1
3979,BS553,553,9/17/2015,12/17/2015,0.034,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3980,BS554,554,9/16/2015,12/16/2015,0.091,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3981,BS555,555,9/20/2015,12/17/2015,0.016,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3982,BS556,556,9/17/2015,12/17/2015,0.026,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3983,BS558,558,9/22/2015,12/17/2015,0.1095,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3984,BS559,559,9/18/2015,12/17/2015,0.042,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3985,BS560,560,9/20/2015,12/17/2015,0.0145,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3986,BS561,561,9/17/2015,12/17/2015,0.05,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3987,BS562,562,9/20/2015,12/17/2015,0.0505,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3988,BS563,563,9/20/2015,12/17/2015,0.0325,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3989,BS564,564,9/24/2015,12/17/2015,0.095,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3990,BS565,565,9/16/2015,12/16/2015,0.072,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3991,BS566,566,9/16/2015,12/16/2015,0.064,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3992,BS567,567,9/17/2015,12/17/2015,0.0335,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3993,BS568,568,9/17/2015,12/17/2015,0.0585,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3994,BS569,569,9/17/2015,12/17/2015,0.0145,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3995,BS571,571,9/20/2015,12/17/2015,0.013,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3996,BS572,572,9/18/2015,12/17/2015,0.0805,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3997,BS573,573,9/23/2015,12/17/2015,0.0965,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3998,BS575,575,9/22/2015,12/17/2015,0.0275,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
3999,BS576,576,9/17/2015,12/17/2015,0.027,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4000,BS578,578,9/21/2015,12/17/2015,0.055,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4001,BS579,579,9/17/2015,12/17/2015,0.0535,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4002,BS580,580,9/20/2015,12/17/2015,0.027,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4003,BS582,582,9/18/2015,12/17/2015,0.054,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4004,BS583,583,9/21/2015,12/17/2015,0.023,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4005,BS586,586,9/22/2015,12/17/2015,0.046,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4006,BS588,588,9/24/2015,12/17/2015,0.1135,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4007,BS589,589,9/22/2015,12/17/2015,0.0305,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4008,BS590,590,9/21/2015,12/17/2015,0.0235,<32,Negative,,,,M.agas retest for all of fall 2015,0,0,1
4009,BS590,590,9/21/2015,12/17/2015,0.033,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4010,BS592,592,9/22/2015,12/17/2015,0.01,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4011,BS593,593,9/18/2015,12/17/2015,0.0295,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4012,BS594,594,9/21/2015,12/17/2015,0.022,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4013,BS595,595,9/21/2015,12/17/2015,0.0235,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4014,BS596,596,9/21/2015,12/17/2015,0.0275,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4015,BS597,597,9/20/2015,12/17/2015,0.0295,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4016,BS598,598,9/18/2015,12/17/2015,0.0465,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4017,BS599,599,9/21/2015,12/17/2015,0.04,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4018,BS600,600,9/18/2015,12/17/2015,0.02,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4019,BS602,602,9/17/2015,12/17/2015,0.014,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4020,BS604,604,9/17/2015,12/17/2015,0.0265,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4021,BS605,605,9/18/2015,12/17/2015,0.024,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4022,BS606,606,9/21/2015,12/17/2015,0.0195,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4023,BS607,607,9/23/2015,12/17/2015,0.046,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4024,BS608,608,9/20/2015,12/17/2015,0.03,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4025,BS609,609,9/18/2015,12/17/2015,0.0205,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4026,BS610,610,9/20/2015,12/17/2015,0.0745,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4027,BS611,611,9/23/2015,12/17/2015,0.1095,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4028,BS612,612,9/17/2015,12/17/2015,0.0105,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4029,BS612,612,9/22/2015,12/17/2015,0.0125,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4030,BS613,613,9/21/2015,12/17/2015,0.0385,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4031,BS614,614,9/24/2015,12/17/2015,0.0515,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4032,BS615,615,9/23/2015,12/17/2015,0.07,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4033,BS616,616,9/23/2015,12/17/2015,0.06,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4034,BS617,617,9/16/2015,12/16/2015,0.019,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4035,BS618,618,9/24/2015,12/17/2015,0.014,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4036,BS619,619,9/18/2015,12/17/2015,0.0505,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4037,BS620,620,9/23/2015,12/17/2015,0.0425,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4038,BS621,621,9/20/2015,12/17/2015,0.0205,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4039,BS623,623,9/18/2015,12/17/2015,0.2545,64,Positive,,,,M.agas retest for all of fall 2015,1,0,1
4040,BS624,624,9/16/2015,12/16/2015,0.0425,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4041,BS625,625,9/17/2015,12/17/2015,0.066,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4042,BS628,628,9/23/2015,12/17/2015,0.058,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4043,BS629,629,9/21/2015,12/17/2015,0.0455,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4044,BS630,630,9/18/2015,12/17/2015,0.071,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4045,BS631,631,9/21/2015,12/17/2015,0.114,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4046,BS634,634,9/20/2015,12/17/2015,0.077,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
4047,BS635,635,9/18/2015,12/17/2015,0.0575,<32,Negative,,,,M.agas retest for all of fall 2015,1,0,1
